Label_Encoded,score_isolation_forest,pred_isolation_forest,score_lof,pred_lof,score_oneclass_svm,pred_oneclass_svm,score_ensemble,pred_ensemble
1,0.12395598445436729,1,10.283863067626953,1,266.86647550353365,1,0.6338462328595249,1
1,0.12388019634071701,1,10.285364151000977,1,266.86648282469065,1,0.6337583032908374,1
1,0.12316191394134168,1,10.215301513671875,1,266.8664615577948,1,0.6329211141939287,1
1,0.12307618805973441,1,10.296072959899902,1,266.8665218818331,1,0.6328252237998139,1
1,0.1162571974102734,1,187.07603454589844,1,266.8681464416915,1,0.6327832727717714,1
1,0.12303730683959968,1,10.226428031921387,1,266.86651426454705,1,0.6327769668863205,1
1,0.12291760955284237,1,10.283394813537598,1,266.86647721313835,1,0.6326404821260873,1
1,0.12221215291053145,1,28.37525177001953,1,266.8681445883154,1,0.6326287181457664,1
1,0.12288583645762408,1,10.290948867797852,1,266.86648965535073,1,0.6326039357675542,1
1,0.12268425388908433,1,10.289092063903809,1,266.8664971406992,1,0.6323697878261118,1
1,0.127645549403415,1,1.4232556819915771,1,260.2131791529846,1,0.6317664425302718,1
1,0.12212800583060257,1,10.297819137573242,1,266.8665268205443,1,0.6317243037712261,1
1,0.12202286933797224,1,10.285422325134277,1,266.8664859740198,1,0.6316016334059879,1
1,0.12188286296245798,1,10.288919448852539,1,266.86649545674993,1,0.6314392262700598,1
1,0.12167271585502182,1,10.228407859802246,1,266.86652048986616,1,0.6311925364138724,1
1,0.12190045104405722,1,4.012979507446289,1,266.8218805172791,1,0.6311400608458926,1
1,0.12159838255024424,1,10.295109748840332,1,266.8665180407741,1,0.6311091917120445,1
1,0.12129815580616965,1,10.296528816223145,1,266.86652321006096,1,0.6307606448036808,1
1,0.12117488517315345,1,10.315574645996094,1,266.8665858515867,1,0.6306184110423155,1
1,0.12044240640101078,1,28.35873031616211,1,266.86814448631804,1,0.6305730027877124,1
1,0.12074656004766826,1,10.281189918518066,1,266.86646951457743,1,0.6301194160518234,1
1,0.12540011805366869,1,19.32559585571289,1,260.282767970425,1,0.6300190006324773,1
1,0.10941319043587572,1,303.1300964355469,1,266.8681464416915,1,0.630005799270794,1
1,0.11953388505349993,1,28.379201889038086,1,266.8681446315413,1,0.6295189656634063,1
1,0.12264881122990323,1,19.995620727539062,1,263.04285532226,1,0.6293304485556862,1
1,0.1191113555178197,1,28.367107391357422,1,266.8681445498744,1,0.6290277975623861,1
1,0.11903659899427788,1,28.37102699279785,1,266.86814464160517,1,0.6289411670927314,1
1,0.11895084893504615,1,28.379440307617188,1,266.8681446077073,1,0.6288419713004173,1
1,0.11951916907120141,1,10.277073860168457,1,266.8664588186621,1,0.6286940116063904,1
1,0.11879299216566597,1,28.362497329711914,1,266.868144508969,1,0.628657917700162,1
1,0.11934728024410834,1,10.312942504882812,1,266.86657722099295,1,0.6284961231761078,1
1,0.11828332717940615,1,10.277643203735352,1,266.8664545688895,1,0.62725900869164,1
1,0.11756543457266055,1,28.360334396362305,1,266.86814453200043,1,0.6272324164027027,1
1,0.11807918646497861,1,10.28309154510498,1,266.86647604770076,1,0.6270222282642897,1
1,0.11801905008377556,1,9.942126274108887,1,266.8664988041233,1,0.626937231831436,1
1,0.1187078239827335,1,6.486746788024902,1,265.9790810911859,1,0.6267869094751705,1
1,0.11625994658667604,1,42.63420867919922,1,266.8680048076542,1,0.6263522208910425,1
1,0.11721343016498664,1,10.305967330932617,1,266.8665540590763,1,0.6260180256533049,1
1,0.1170123488351883,1,10.211374282836914,1,266.86646339155516,1,0.6257802407659008,1
1,0.11357957988399847,1,98.3685073852539,1,266.8681464416915,1,0.6257226497013914,1
1,0.11685271268552833,1,10.300930976867676,1,266.8665381155721,1,0.6255989321259867,1
1,0.11669831634586791,1,10.303542137145996,1,266.86654622300364,1,0.6254197750739919,1
1,0.12988658243503093,1,3.314694881439209,1,250.11115961526772,1,0.6253894218816168,1
1,0.11575858704706488,1,30.150554656982422,1,266.7900885313486,1,0.6251440696677135,1
1,0.11620635440608929,1,10.280678749084473,1,266.86646557156325,1,0.6248474320558026,1
1,0.11484223444072261,1,28.38453483581543,1,266.86814464331246,1,0.6240713919458213,1
1,0.11534659798825264,1,10.222647666931152,1,266.8665036833829,1,0.6238465565678655,1
1,0.11524995471503763,1,10.313361167907715,1,266.8665789312667,1,0.6237384454644764,1
1,0.11485837145590805,1,10.224411964416504,1,266.8665078231632,1,0.6232797241057101,1
1,0.12191027396802678,1,1.1703932285308838,1,256.96563874777945,1,0.6221818577343896,1
1,0.11351007273674607,1,10.217729568481445,1,266.86647129918225,1,0.6217137875379397,1
1,0.1176471209632598,1,1.314918041229248,1,261.4426293975551,1,0.621254784505363,1
1,0.11344320892215765,1,22.254425048828125,1,265.0433730862855,1,0.6205366405015067,1
1,0.11323519845551333,1,10.052363395690918,1,265.2900786317706,1,0.6199729109366192,1
1,0.11941509502990377,1,4.323789119720459,1,257.46992960677983,1,0.6198774420289647,1
1,0.113120944912389,1,10.050148010253906,1,265.3049544828912,1,0.6198534908512735,1
1,0.1274035509961009,1,15.972648620605469,1,246.42609424524963,1,0.6197638127729275,1
1,0.11308531036367186,1,9.95142936706543,1,265.1760960999741,1,0.6196921043255789,1
1,0.11236759776966976,1,9.962272644042969,1,266.089493357446,1,0.6196786968375917,1
1,0.11209630594103392,1,23.073999404907227,1,265.45936648077395,1,0.6193823906281563,1
1,0.11779992506076387,1,17.892183303833008,1,256.96630050892253,1,0.6181544982306161,1
0,0.11050796506265093,1,6.534214973449707,1,266.8599494233835,1,0.6180578930337721,1
1,0.12194329210831556,1,2.5707292556762695,1,251.69120896391192,1,0.6175503742814782,1
0,0.1100396387603495,1,6.189883708953857,1,266.83410109969486,1,0.617475556688082,1
1,0.11733113273040596,1,1.1458990573883057,1,257.3775385126826,1,0.617233153141746,1
1,0.11079563181158325,1,10.049029350280762,1,265.30113900448157,1,0.6171499303350019,1
1,0.10273594976687617,1,187.10459899902344,1,266.8681464416915,1,0.6170840568850843,1
1,0.11030039823189808,1,10.049240112304688,1,265.30538704515715,1,0.6165786999006152,1
1,0.10992182593109401,1,10.048553466796875,1,265.3038102668423,1,0.6161376672431405,1
1,0.11611155486380842,1,1.1913118362426758,1,257.6520694994535,1,0.6160653451815817,1
1,0.11491263766175808,1,1.252392292022705,1,259.12711241014375,1,0.6159993209829412,1
1,0.10878833217400874,1,10.212291717529297,1,265.45680051566603,1,0.6149660425325331,1
1,0.10875432849506672,1,10.111042022705078,1,265.3795043236833,1,0.6148526984063695,1
1,0.11747654524018247,1,2.5055313110351562,1,254.1691167784313,1,0.6145839811934103,1
1,0.10746590537167611,1,8.13902473449707,1,266.15990619047864,1,0.6139689491423591,1
1,0.11307123424362986,1,1.2521355152130127,1,259.1071841466891,1,0.6138432446856313,1
1,0.10887060520621206,1,1.3690910339355469,1,264.2016524267495,1,0.6135415433036209,1
1,0.10739643912185415,1,6.348585605621338,1,265.54681559639914,1,0.6132584695178883,1
1,0.11397955490126199,1,1.3264274597167969,1,256.86445230543103,1,0.6128890986275476,1
1,0.11212913108629441,1,1.2066802978515625,1,258.0957788706791,1,0.6118398470766871,1
1,0.11108064505447734,1,1.251908540725708,1,259.11186669723594,1,0.6115360201805141,1
1,0.12310442063688887,1,3.636981964111328,1,243.32090071463597,1,0.6114363271133443,1
1,0.10566994024098175,1,10.065267562866211,1,265.3254333348293,1,0.6112206431522358,1
1,0.11029025975694018,1,1.2517199516296387,1,259.09684914799107,1,0.6106047651524492,1
1,0.1100811455816113,1,1.2574617862701416,1,259.23194705208937,1,0.6104834128732183,1
1,0.10641584522037573,1,104.00090026855469,1,258.85771939354436,1,0.610468289643618,1
0,0.10387443900621318,1,5.570329189300537,1,266.75483987626484,1,0.6102179912724205,1
1,0.1046792986887235,1,10.231616973876953,1,265.474155911802,1,0.6102111817322757,1
1,0.10448445052379718,1,10.222966194152832,1,265.4686627480337,1,0.609979615789286,1
1,0.11300941326188108,1,1.2535731792449951,1,254.5989538824843,1,0.6097267548805113,1
1,0.113723491255727,1,1.221726894378662,1,253.64203920284254,1,0.6096959627162891,1
1,0.10433753573442839,1,10.054926872253418,1,265.31104766451904,1,0.6096601255285864,1
1,0.10422181403971387,1,10.142252922058105,1,265.4144957184411,1,0.6096224559466982,1
1,0.10357958170336645,1,10.279387474060059,1,266.0895523514071,1,0.6094884811846347,1
1,0.10928494193250016,1,1.2454726696014404,1,259.13588529601185,1,0.6094721634991801,1
1,0.10949840993844229,1,1.2378501892089844,1,258.6771877631542,1,0.6093081550478612,1
1,0.11232395233983372,1,1.2772879600524902,1,254.98319245509992,1,0.6092766110760581,1
1,0.11013321753340843,1,1.1919119358062744,1,257.8028672491385,1,0.6092587918366096,1
1,0.10379793618329725,1,10.21581745147705,1,265.45920173373395,1,0.609173648029528,1
1,0.10390010331892696,1,10.002427101135254,1,265.23685891459905,1,0.609083290962266,1
1,0.10535025341310145,1,4.986997604370117,1,263.5624216915437,1,0.6090414537759924,1
1,0.10889434408457777,1,1.2530896663665771,1,259.13002145205826,1,0.6090136906606362,1
1,0.10362276376582635,1,10.042025566101074,1,265.2927350625195,1,0.6088131479535982,1
1,0.110596575972144,1,1.2940332889556885,1,256.582685446392,1,0.6087066364216183,1
1,0.10973212951918165,1,1.1838772296905518,1,257.60132742701575,1,0.6086118810832996,1
1,0.10848154136889032,1,1.2537627220153809,1,259.1375844264092,1,0.6085411713416783,1
0,0.10256811342124927,1,4.934349060058594,1,266.4627232147193,1,0.6084107075187576,1
1,0.103132002638739,1,10.09738826751709,1,265.36288065772055,1,0.608308690595309,1
1,0.10802020835202508,1,1.2520310878753662,1,259.2893100149725,1,0.608141535114968,1
1,0.10300952100185723,1,10.042609214782715,1,265.2923828611015,1,0.6081007778983963,1
1,0.10288697429250415,1,10.083879470825195,1,265.34674932219644,1,0.6080090959217579,1
1,0.10910156899349277,1,1.187251091003418,1,257.63887528576646,1,0.6079135302317212,1
1,0.10263901506021988,1,10.042009353637695,1,265.29589953769204,1,0.6076736853642645,1
1,0.1024784600484977,1,10.232207298278809,1,265.47612757015196,1,0.6076574257460367,1
1,0.10797070465387482,1,1.2289669513702393,1,258.8027110270986,1,0.6076464504627975,1
1,0.10753474175581279,1,1.258735179901123,1,259.25713460146324,1,0.60754925606648,1
1,0.10842862985910207,1,1.1898224353790283,1,257.75243965707705,1,0.6072341365571239,1
0,0.10169311505525724,1,4.376351833343506,1,266.2658561395251,1,0.6071932000009642,1
1,0.10792872354773042,1,1.2116589546203613,1,258.26339708970164,1,0.6071130615600593,1
1,0.10791808570729267,1,1.2141597270965576,1,258.26168769773403,1,0.6070992869376385,1
1,0.1078327409891866,1,1.2137541770935059,1,258.29601170519163,1,0.6070309643971038,1
1,0.10850854833831236,1,16.535526275634766,1,256.625895371112,1,0.6069997735625129,1
1,0.10267605125169543,1,2.342022657394409,1,264.80682312585833,1,0.6069348994610101,1
1,0.10184827173420619,1,10.044690132141113,1,265.29759222137693,1,0.6067571347837818,1
1,0.10854012098730892,1,1.1708495616912842,1,257.03609896102694,1,0.6067200532730498,1
1,0.10170822768587862,1,10.055326461791992,1,265.3098273386698,1,0.6066059707153482,1
1,0.10169112677462622,1,10.039166450500488,1,265.293257256814,1,0.6065705271588092,1
1,0.10752654470285583,1,1.2149841785430908,1,258.118287437314,1,0.6065160191489433,1
1,0.10759167414923032,1,1.2018496990203857,1,258.01756601687936,1,0.6065006936179601,1
1,0.10751060358418185,1,1.2059638500213623,1,258.09720426864254,1,0.6064781912191973,1
1,0.10660071947765037,1,1.2512421607971191,1,259.25094860023626,1,0.6064588121225546,1
0,0.10049149408434477,1,5.991747856140137,1,266.8152416728485,1,0.6063627760798753,1
1,0.10671481648702286,1,1.228623628616333,1,258.7337984016126,1,0.6061263053653555,1
1,0.10717480861070838,1,1.2063655853271484,1,258.0971397751443,1,0.6060882356762877,1
1,0.10631452031372135,1,1.2486045360565186,1,259.20579833694495,1,0.6060858596345362,1
1,0.0992697687537013,1,45.4105224609375,1,266.00228211262424,1,0.6059706560646064,1
1,0.12160593751915538,1,1.002366304397583,1,239.20419388284202,1,0.6058854774077538,1
1,0.10723551538452114,1,1.195390224456787,1,257.7646193146375,1,0.6058599015193155,1
1,0.10635378882497326,1,1.2299199104309082,1,258.8262285787398,1,0.6057900760976733,1
1,0.1269014706714211,1,2.655087947845459,1,232.13555829139867,1,0.605766163749834,1
1,0.10610137261982133,1,1.2433559894561768,1,259.07030221945337,1,0.6057165581360441,1
1,0.10596712125307539,1,1.255904197692871,1,259.1811097104862,1,0.6056606443320526,1
1,0.10677884257896364,1,1.204066276550293,1,258.0273258078763,1,0.6055657119002835,1
1,0.10063816827418581,1,10.242100715637207,1,265.4881002997383,1,0.6055317138592283,1
1,0.10693772951731573,1,1.3718068599700928,1,257.7587153840827,1,0.605516682476488,1
1,0.10692942313576814,1,1.1880502700805664,1,257.7335699468083,1,0.6054762915591637,1
1,0.10639990802222188,1,1.2246222496032715,1,258.38889853717325,1,0.6054510213682592,1
1,0.1006503505364148,1,10.060073852539062,1,265.3178634360323,1,0.6053850152812277,1
1,0.10625970565022524,1,1.2071561813354492,1,258.1665429676066,1,0.6050879476683488,1
1,0.09997255691194362,1,3.9449024200439453,1,266.02204219874034,1,0.6049573689768951,1
1,0.10602627267749554,1,1.2060840129852295,1,258.0680812459558,1,0.6047285046521863,1
1,0.10878189433277896,1,1.2249245643615723,1,254.49141201558777,1,0.6047201177649358,1
1,0.1051800297975205,1,1.2461745738983154,1,259.12585604680817,1,0.6046966893101766,1
1,0.10503617292793321,1,1.2528245449066162,1,259.280666796082,1,0.6046688387100181,1
1,0.1005936899382458,1,14.104021072387695,1,264.1794217763306,1,0.6044779529606511,1
1,0.09957884305640408,1,10.277559280395508,1,265.52641566737975,1,0.6043376114490153,1
1,0.10511148810525783,1,1.2287890911102295,1,258.75542594825913,1,0.6042839775725425,1
1,0.10465891125922955,1,1.2466299533843994,1,259.2588344551532,1,0.604210909348624,1
1,0.10547764072804033,1,1.2107822895050049,1,258.1761718632061,1,0.6041886366557637,1
1,0.09763669915041095,1,45.96477508544922,1,266.0235238014861,1,0.6041181290643638,1
1,0.1044282442733917,1,1.252610683441162,1,259.30600852352103,1,0.603985656229561,1
1,0.10566473823311473,1,1.190077543258667,1,257.693200572647,1,0.6039716464491183,1
1,0.105342487801378,1,1.212453842163086,1,258.0357797200447,1,0.6039058160190697,1
1,0.10513242249601629,1,1.21274733543396,1,258.2640734970867,1,0.6038667316447545,1
1,0.09916377365818041,1,10.055524826049805,1,265.3098612129871,1,0.6036514622789316,1
1,0.09923774807439834,1,9.98958683013916,1,265.2138863208837,1,0.6036483137281964,1
1,0.10496111564304433,1,1.2120916843414307,1,258.21087726976106,1,0.6036200583156653,1
1,0.10504952593644556,1,1.2044994831085205,1,258.0777980492586,1,0.6036029814116032,1
1,0.10493648690896396,1,1.2195799350738525,1,258.1948242443716,1,0.6035773909712615,1
1,0.09834640378131942,1,10.364315032958984,1,266.2685373600268,1,0.6035762316109144,1
1,0.10413038778741768,1,1.2486484050750732,1,259.22641092297187,1,0.6035682025488688,1
1,0.10406790056421333,1,1.2501740455627441,1,259.265388489923,1,0.60353068266372,1
1,0.12191203054475963,1,1.4777777194976807,1,236.1576296294205,1,0.6035287137470318,1
1,0.10441735837035027,1,1.2281253337860107,1,258.72524516577863,1,0.60345086619849,1
1,0.10491299528248954,1,1.2039048671722412,1,258.0731799457449,1,0.6034402760645562,1
1,0.09903500557266942,1,9.97424602508545,1,265.204554799931,1,0.6034038393394545,1
1,0.10414004576314917,1,1.236626386642456,1,258.9472704701878,1,0.603328437720089,1
1,0.10422416037527793,1,1.2299935817718506,1,258.763256202329,1,0.6032607167753713,1
1,0.09880678580422086,1,10.052018165588379,1,265.305490008512,1,0.603232860100882,1
1,0.10488219973334323,1,1.2054939270019531,1,257.88065369742367,1,0.6032318540282017,1
1,0.10482178690103117,1,1.3713548183441162,1,257.75399441179974,1,0.6030554543015542,1
1,0.0985578748274547,1,10.097620010375977,1,265.3625273636419,1,0.6029970367966143,1
1,0.10402357417649644,1,1.2269079685211182,1,258.7167636246889,1,0.6029859513525988,1
1,0.10389833968795559,1,1.225478172302246,1,258.6980176788805,1,0.6028236501360266,1
1,0.10452674581388599,1,1.1959316730499268,1,257.82438921593706,1,0.6027682047925494,1
1,0.10456326343657196,1,1.1887495517730713,1,257.67338405083075,1,0.6026748067643255,1
1,0.1034127633552202,1,1.246119499206543,1,259.15671110647486,1,0.6026722703730981,1
1,0.09839128899055427,1,9.988142013549805,1,265.21024600897414,1,0.6026620990748769,1
1,0.09829004351005632,1,10.069808959960938,1,265.3308060653477,1,0.6026563396094977,1
1,0.10413105639024967,1,1.203918695449829,1,258.12102346469135,1,0.602575236518407,1
1,0.10435256112592373,1,1.195035696029663,1,257.8312003082935,1,0.6025720174641026,1
1,0.10429083742492107,1,1.1992924213409424,1,257.882219814158,1,0.6025463098017866,1
1,0.09805034354113906,1,10.225211143493652,1,265.46951377126436,1,0.6025093772531496,1
1,0.09809749025893921,1,10.122350692749023,1,265.38966083349453,1,0.6024878970057598,1
1,0.09825412288613178,1,9.95997428894043,1,265.17687575096727,1,0.6024716312884822,1
1,0.10329983913120233,1,1.2348930835723877,1,258.890949751027,1,0.6023022057008033,1
1,0.10427006326966437,1,1.184964895248413,1,257.61335657820854,1,0.6022803260342074,1
1,0.10386157992014389,1,1.2139065265655518,1,258.0826928655918,1,0.6022283829238698,1
1,0.10281868839551167,1,1.263995885848999,1,259.4163938700007,1,0.6022162302256847,1
1,0.11115985880153578,1,14.30199146270752,1,247.95489933002565,1,0.6021993191756532,1
1,0.09748692055584585,1,9.906639099121094,1,265.84456611461184,1,0.6021774515143397,1
1,0.09666964491363028,1,9.984980583190918,1,266.85798646331426,1,0.6021411813150538,1
1,0.09704427693376749,1,18.59744644165039,1,265.9433557772258,1,0.6021392294432585,1
1,0.10287439976102986,1,1.2464203834533691,1,259.23364976790685,1,0.602116180388003,1
1,0.09764836736882532,1,10.253552436828613,1,265.50072247223267,1,0.6020718767483576,1
1,0.10363281772020616,1,1.2099859714508057,1,258.18320975110436,1,0.602052759535015,1
1,0.10310446859569955,1,1.2322452068328857,1,258.85764977252217,1,0.6020453524124764,1
1,0.10284735299869197,1,1.2396807670593262,1,259.08125006785525,1,0.6019477417425348,1
1,0.102830686327683,1,1.2510871887207031,1,259.0929071403337,1,0.6019393556600036,1
1,0.09097951019335015,1,153.42556762695312,1,266.8631461225951,1,0.6019281051027449,1
1,0.0977371774974165,1,9.940434455871582,1,265.16146077054725,1,0.6018566683379926,1
1,0.10251272304092052,1,1.3085577487945557,1,259.39366973875735,1,0.6018425489364004,1
1,0.10265327561330961,1,1.2525274753570557,1,259.10725412345505,1,0.6017462876055039,1
1,0.09747740974946062,1,10.097233772277832,1,265.35914392392147,1,0.6017393786558629,1
1,0.09895875264546439,1,4.9900336265563965,1,263.56602409834466,1,0.6016231921354278,1
1,0.09550282463958548,1,45.413692474365234,1,266.00563727857144,1,0.601599739124748,1
1,0.10325113002581632,1,1.2078185081481934,1,258.16335329250694,1,0.6015916429406517,1
1,0.10268310212454435,1,1.2325127124786377,1,258.8276005557916,1,0.6015291255073375,1
1,0.10259426102283387,1,1.238065481185913,1,258.94025318134743,1,0.6015272846506349,1
1,0.09711258886668994,1,10.260820388793945,1,265.5077528462352,1,0.6014563773634388,1
1,0.1022833685888177,1,1.2495334148406982,1,259.2398096557699,1,0.6014355570968066,1
1,0.1023540120906199,1,1.2540178298950195,1,259.146770824068,1,0.6014343119513317,1
1,0.09725862862190315,1,10.043037414550781,1,265.2943509541207,1,0.6014247900361588,1
1,0.1023648076860798,1,1.2515854835510254,1,259.09759973737954,1,0.6014026230075445,1
1,0.09713783684144894,1,10.118475914001465,1,265.3856641220211,1,0.6013698163085185,1
1,0.10031555824328964,1,1.4113705158233643,1,261.6956273628444,1,0.601361152077058,1
1,0.10224386808192276,1,1.2468583583831787,1,259.17951751870777,1,0.6013354771685944,1
1,0.10306416220514325,1,1.2051944732666016,1,258.0970724687147,1,0.6013149574040543,1
1,0.10227094824079042,1,1.2445216178894043,1,259.10205750829937,1,0.6012973209279883,1
1,0.10208287039740138,1,1.2540972232818604,1,259.3208543998439,1,0.6012756606643164,1
1,0.09502329869479775,1,49.73567199707031,1,266.01832717188364,1,0.6012468338223654,1
1,0.10203931537517763,1,1.2497148513793945,1,259.27698063691724,1,0.6011855272065826,1
1,0.09696692643400284,1,10.120623588562012,1,265.39046841456434,1,0.6011757660659681,1
1,0.09402132183442857,1,57.08840560913086,1,266.8667942946492,1,0.6011721339176582,1
1,0.10320706356892906,1,1.191788911819458,1,257.7375284902314,1,0.6011577116054471,1
1,0.10234658918515183,1,1.231978416442871,1,258.81963802934297,1,0.6011312084989027,1
1,0.10289919291870175,1,1.2065751552581787,1,258.0934462435496,1,0.6011202078246015,1
1,0.09595154245492743,1,15.359413146972656,1,266.3141214529757,1,0.6010587897546835,1
1,0.09588771252303463,1,3.628915786743164,1,266.8618320436406,1,0.6009535449319247,1
1,0.09677480107942438,1,10.064297676086426,1,265.3226690672772,1,0.6008893371997113,1
1,0.0967154022973864,1,10.104742050170898,1,265.3708824277456,1,0.600865423470721,1
1,0.10256834856375663,1,1.2030880451202393,1,258.00672163769246,1,0.6006580764094376,1
1,0.10284193388839269,1,1.1907975673675537,1,257.64485645456045,1,0.600650544204154,1
1,0.1028742715243588,1,1.1872813701629639,1,257.5904730607018,1,0.6006391445209216,1
1,0.1016883254826092,1,1.2508080005645752,1,259.0868376514795,1,0.6006074207687787,1
1,0.09650361743307312,1,10.045062065124512,1,265.2984639447382,1,0.6005518728615639,1
1,0.09645608735725542,1,9.981491088867188,1,265.2138252096988,1,0.6004179129499868,1
1,0.10219954078002447,1,1.2097461223602295,1,258.1438367352638,1,0.6003531430860477,1
1,0.10225115704050602,1,1.2030982971191406,1,258.0483241907464,1,0.6003270887599049,1
1,0.1013744431192467,1,1.2439899444580078,1,259.1085250682658,1,0.6002621036632149,1
1,0.09616782849260341,1,10.12926959991455,1,265.3969144008122,1,0.6002540447102681,1
1,0.10435793492083933,1,1.2573716640472412,1,255.15213173625918,1,0.6001773827573097,1
1,0.10102984664143921,1,1.2442123889923096,1,259.1152509637862,1,0.5998680123915571,1
1,0.10124508154542577,1,1.232466220855713,1,258.80931471023797,1,0.5998429288312606,1
1,0.10084622217690853,1,1.2511413097381592,1,259.2728865080613,1,0.5997965316132934,1
1,0.10091641639204563,1,1.2444851398468018,1,259.16794691468453,1,0.5997835911914827,1
1,0.10178851246051579,1,1.2014617919921875,1,258.0138521720224,1,0.5997588779518459,1
1,0.10093119843614673,1,1.251946210861206,1,259.0989454490021,1,0.5997391801482074,1
1,0.10119622704787967,1,1.226503610610962,1,258.72517409662623,1,0.599710444098799,1
1,0.1019685322105569,1,1.1916310787200928,1,257.70382291317475,1,0.5996893166488643,1
1,0.10152100333734015,1,1.209089994430542,1,258.2010689300463,1,0.5996165640083516,1
1,0.10089020764457068,1,1.2461740970611572,1,258.9928543635172,1,0.5995961411233405,1
1,0.09229762777066308,1,72.23407745361328,1,266.56703194177777,1,0.5995763429389463,1
1,0.09373721390096579,1,45.37904739379883,1,265.9960465016996,1,0.5995394140734936,1
1,0.09686824390453197,1,5.739333152770996,1,263.89562557629176,1,0.5995248474897547,1
1,0.10150854692465616,1,1.2058980464935303,1,258.0616942237488,1,0.5994769112725588,1
